# DISCLAIMER: TERM and DEF are yield-based proxy factors constructed from FRED data, not return-based factors as in FF(1993). DEF is the BAA-AAA corporate bond yield spread. Numerical results may differ from the original paper. Stock factors (Mkt-RF, SMB, HML) will be added when available.
Date,TERM,DEF,RF,Mkt-RF,SMB,HML
1970-10,0.0142,0.0129999999999999,0.4599999999999999,-2.2725518225951795,-3.303809062117132,-1.544119195724441
1970-11,0.0156,0.0133,0.4599999999999999,4.595616170262532,-4.067919037489832,1.6918187801891995
1970-12,0.0151999999999999,0.0147999999999999,0.42,5.734610696079135,3.665348933433304,3.02242714011698
1971-01,0.018,0.0138,0.38,4.836852215401221,6.846991892214789,3.316581710909162
1971-02,0.0240999999999999,0.0131,0.33,1.4084146426495243,2.1821569221806065,-1.5498293465970585
1971-03,0.0232,0.0125,0.3,4.121149910819232,1.0457932619300578,-2.2905734391256143
1971-04,0.0197,0.0119999999999999,0.2799999999999999,3.183818313333812,-1.2136597127746138,1.0901711839624362
1971-05,0.0225,0.0108999999999999,0.29,-3.975753485472635,-1.927653156923962,0.5746152665922497
1971-06,0.0176999999999999,0.0110999999999999,0.37,-0.0851862703077091,-1.557637931630667,-1.76521958267735
1971-07,0.0132999999999999,0.0112,0.4,-4.485262957966119,-0.4149927408561638,-0.3075120983068586
1971-08,0.0163999999999999,0.0117,0.47,3.78197152980708,-0.9043429338167313,3.082445823042008
1971-09,0.0144999999999999,0.0114999999999999,0.37,-0.8638644190440654,1.620767567981785,-3.475995672445131
1971-10,0.0146999999999999,0.0109,0.37,-4.416224076047551,-1.4971856070648348,-1.2860843161685525
1971-11,0.0159,0.0112,0.37,-0.4580138390796731,-3.216116935212934,-1.7676306534246464
1971-12,0.0192,0.0113,0.37,8.696553313135484,2.665356578768124,-0.1194821117983
1972-01,0.0257,0.0103999999999999,0.29,2.491267278227331,6.38455263731086,2.535537560097236
1972-02,0.0288,0.0095999999999999,0.25,2.8636456917288755,0.6310461110093124,-1.907147755096327
1972-03,0.0234,0.0099999999999999,0.27,0.6279677225042294,-0.7533877223160773,-2.164313972332379
1972-04,0.0248,0.0094,0.29,0.2902904915024927,0.0382284100203169,-0.1304588963169506
1972-05,0.0243999999999999,0.0093,0.3,1.251221685640138,-1.5087740736397242,-4.143508616443258
1972-06,0.022,0.0096999999999999,0.29,-2.43103190635239,2.2142155910784385,-1.5929767400397383
1972-07,0.0213,0.0102,0.31,-0.7877606659722628,-3.187874625107556,-0.234511403552402
1972-08,0.0219,0.0099999999999999,0.29,3.269245063365953,-4.176444744187253,4.6468622645072815
1972-09,0.0189,0.0087,0.3399999999999999,-1.1289448071111936,-1.8313654085267133,-1.0800184901841154
1972-10,0.0174,0.0085,0.4,0.5065881605516225,-3.01925306040013,1.9524329560534677
1972-11,0.015,0.0087,0.37,4.58643887765805,-1.7836516516073102,5.918355754901119
1972-12,0.0129,0.0084999999999999,0.37,0.6195237251826805,-1.6920887680862542,-3.511028123272681
1973-01,0.0105,0.0074999999999999,0.44,-3.147785877331366,-3.063427924418584,1.5902241799880756
1973-02,0.0104,0.0074999999999999,0.42,-4.664160544619433,-4.894745930254752,2.4082873788029597
1973-03,0.0061999999999999,0.0073999999999999,0.4599999999999999,-1.1204704946771906,-3.00450528630647,3.643751601843605
1973-04,0.0040999999999999,0.0083,0.52,-5.2768308768715135,-3.2899480651748405,3.6297094084343904
1973-05,0.0048999999999999,0.0076999999999999,0.51,-2.6788736991387294,-5.938331693600661,-0.2558399494641756
1973-06,-0.0029,0.0076,0.51,-1.494626479225723,-3.071584544321073,0.9289416507931868
1973-07,-0.0088,0.0079,0.64,4.791007112038832,7.288404396099562,-2.2923332680775896
1973-08,-0.0126999999999999,0.0084999999999999,0.7000000000000001,-3.802353829542979,-3.6968369939316026,2.109985442657916
1973-09,-0.0119999999999999,0.01,0.6799999999999999,4.621784247303751,4.806605588449579,1.2995416241881212
1973-10,-0.0042999999999999,0.0081,0.65,-0.7604478540364135,-0.8355139205679454,0.5687121167856797
1973-11,-0.0109999999999999,0.0074999999999999,0.5599999999999999,-12.473657149575978,-9.2093455445576,3.27733816644934
1973-12,-0.0070999999999999,0.008,0.64,0.765173898244136,-6.34738029707125,5.836302623881957
1974-01,-0.0077999999999999,0.0065,0.63,-0.3896849819801735,11.193306854195434,5.498559424095092
1974-02,-0.0016,0.0067999999999999,0.58,-0.3838318139359535,-1.092081007900737,3.2336312821929343
1974-03,-0.0075,0.0060999999999999,0.5599999999999999,-2.816743192273224,2.7415310806406654,-0.0965201352144022
1974-04,-0.0081999999999999,0.0061999999999999,0.75,-5.130533669546901,-1.8859214650191367,1.5206884194238397
1974-05,-0.0064999999999999,0.0068,0.75,-4.277835066954939,-1.7096756690358266,-2.1804005522740866
1974-06,-0.0036,0.0079999999999999,0.6,-2.474075467115792,-0.4929854150480517,1.3779597998397193
